row,col,field1,field2,field3,field4,parents_data1,parents_data2,value,year
6,2,All doctorate recipients,Father's educationb,NA,NA,NA,Total number,46495,2014
6,3,All doctorate recipients,Father's educationb,NA,NA,NA,NA,NA,2014
6,4,All doctorate recipients,Father's educationb,NA,NA,Parental education attainment (%),All,100,2014
6,5,All doctorate recipients,Father's educationb,NA,NA,NA,High school or less,24.3,2014
6,6,All doctorate recipients,Father's educationb,NA,NA,NA,Some collegea,13,2014
6,7,All doctorate recipients,Father's educationb,NA,NA,NA,Bachelor's degree,27.1,2014
6,8,All doctorate recipients,Father's educationb,NA,NA,NA,Advanced degree,35.6,2014
7,2,All doctorate recipients,Mother's educationc,NA,NA,NA,Total number,46650,2014
7,3,All doctorate recipients,Mother's educationc,NA,NA,NA,NA,NA,2014
7,4,All doctorate recipients,Mother's educationc,NA,NA,Parental education attainment (%),All,100,2014
7,5,All doctorate recipients,Mother's educationc,NA,NA,NA,High school or less,30.4,2014
7,6,All doctorate recipients,Mother's educationc,NA,NA,NA,Some collegea,15.9,2014
7,7,All doctorate recipients,Mother's educationc,NA,NA,NA,Bachelor's degree,28.1,2014
7,8,All doctorate recipients,Mother's educationc,NA,NA,NA,Advanced degree,25.6,2014
8,1,All doctorate recipients,Mother's educationc,NA,NA,NA,NA,NA,2014
8,2,All doctorate recipients,Mother's educationc,NA,NA,NA,Total number,NA,2014
8,3,All doctorate recipients,Mother's educationc,NA,NA,NA,NA,NA,2014
8,4,All doctorate recipients,Mother's educationc,NA,NA,Parental education attainment (%),All,NA,2014
8,5,All doctorate recipients,Mother's educationc,NA,NA,NA,High school or less,NA,2014
8,6,All doctorate recipients,Mother's educationc,NA,NA,NA,Some collegea,NA,2014
8,7,All doctorate recipients,Mother's educationc,NA,NA,NA,Bachelor's degree,NA,2014
8,8,All doctorate recipients,Mother's educationc,NA,NA,NA,Advanced degree,NA,2014
9,2,All doctorate recipients,Sex,NA,NA,NA,Total number,NA,2014
9,3,All doctorate recipients,Sex,NA,NA,NA,NA,NA,2014
9,4,All doctorate recipients,Sex,NA,NA,Parental education attainment (%),All,NA,2014
9,5,All doctorate recipients,Sex,NA,NA,NA,High school or less,NA,2014
9,6,All doctorate recipients,Sex,NA,NA,NA,Some collegea,NA,2014
9,7,All doctorate recipients,Sex,NA,NA,NA,Bachelor's degree,NA,2014
9,8,All doctorate recipients,Sex,NA,NA,NA,Advanced degree,NA,2014
4,1,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,NA,NA,2014
4,2,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,Total number,NA,2014
4,3,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,NA,NA,2014
4,4,"Demographic characteristic
and broad field of study",NA,NA,NA,Parental education attainment (%),All,NA,2014
4,5,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,High school or less,NA,2014
4,6,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,Some collegea,NA,2014
4,7,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,Bachelor's degree,NA,2014
4,8,"Demographic characteristic
and broad field of study",NA,NA,NA,NA,Advanced degree,NA,2014
5,2,All doctorate recipients,NA,NA,NA,NA,Total number,NA,2014
5,3,All doctorate recipients,NA,NA,NA,NA,NA,NA,2014
5,4,All doctorate recipients,NA,NA,NA,Parental education attainment (%),All,NA,2014
5,5,All doctorate recipients,NA,NA,NA,NA,High school or less,NA,2014
5,6,All doctorate recipients,NA,NA,NA,NA,Some collegea,NA,2014
5,7,All doctorate recipients,NA,NA,NA,NA,Bachelor's degree,NA,2014
5,8,All doctorate recipients,NA,NA,NA,NA,Advanced degree,NA,2014
11,4,All doctorate recipients,Sex,Male,Father's education,NA,High school or less,25.3,2015
11,5,All doctorate recipients,Sex,Male,Father's education,NA,Some collegea,11.899999999999999,2015
11,6,All doctorate recipients,Sex,Male,Father's education,NA,Bachelor's degree,27.800000000000004,2015
11,7,All doctorate recipients,Sex,Male,Father's education,NA,Advanced degree,34.9,2015
12,4,All doctorate recipients,Sex,Male,Mother's education,NA,High school or less,31.8,2015
12,5,All doctorate recipients,Sex,Male,Mother's education,NA,Some collegea,14.799999999999999,2015
12,6,All doctorate recipients,Sex,Male,Mother's education,NA,Bachelor's degree,28.9,2015
12,7,All doctorate recipients,Sex,Male,Mother's education,NA,Advanced degree,24.5,2015
14,4,All doctorate recipients,Sex,Female,Father's education,NA,High school or less,24.099999999999998,2015
14,5,All doctorate recipients,Sex,Female,Father's education,NA,Some collegea,13.900000000000002,2015
14,6,All doctorate recipients,Sex,Female,Father's education,NA,Bachelor's degree,26.5,2015
14,7,All doctorate recipients,Sex,Female,Father's education,NA,Advanced degree,35.6,2015
15,4,All doctorate recipients,Sex,Female,Mother's education,NA,High school or less,28.000000000000004,2015
15,5,All doctorate recipients,Sex,Female,Mother's education,NA,Some collegea,16.900000000000002,2015
15,6,All doctorate recipients,Sex,Female,Mother's education,NA,Bachelor's degree,28.299999999999997,2015
15,7,All doctorate recipients,Sex,Female,Mother's education,NA,Advanced degree,26.8,2015
18,4,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Father's education,NA,High school or less,22.1,2015
18,5,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Father's education,NA,Some collegea,13.700000000000001,2015
18,6,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Father's education,NA,Bachelor's degree,24.8,2015
18,7,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Father's education,NA,Advanced degree,39.4,2015
19,4,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Mother's education,NA,High school or less,23.799999999999997,2015
19,5,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Mother's education,NA,Some collegea,17.7,2015
19,6,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Mother's education,NA,Bachelor's degree,28.599999999999998,2015
19,7,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Mother's education,NA,Advanced degree,30,2015
21,4,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,High school or less,30.599999999999998,2015
21,5,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Some collegea,10.9,2015
21,6,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Bachelor's degree,32.5,2015
21,7,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,NA,Advanced degree,25.900000000000002,2015
22,4,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,High school or less,43.9,2015
22,5,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Some collegea,11.5,2015
22,6,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Bachelor's degree,28.799999999999997,2015
22,7,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,NA,Advanced degree,15.8,2015
25,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,High school or less,36.1,2015
25,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Some collegea,15.4,2015
25,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Bachelor's degree,21.7,2015
25,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,NA,Advanced degree,26.8,2015
26,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,High school or less,38.1,2015
26,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Some collegea,17,2015
26,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Bachelor's degree,22.6,2015
26,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,NA,Advanced degree,22.3,2015
29,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,High school or less,42.6,2015
29,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Some collegea,19.1,2015
29,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Bachelor's degree,14.799999999999999,2015
29,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,23.5,2015
30,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,High school or less,39.5,2015
30,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Some collegea,21.8,2015
30,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Bachelor's degree,19.3,2015
30,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,NA,Advanced degree,19.3,2015
32,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,High school or less,21.6,2015
32,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Some collegea,9.6,2015
32,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Bachelor's degree,23.5,2015
32,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Advanced degree,45.300000000000004,2015
33,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,High school or less,30.9,2015
33,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Some collegea,11.600000000000001,2015
33,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Bachelor's degree,31.3,2015
33,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,NA,Advanced degree,26.200000000000003,2015
35,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,High school or less,42.5,2015
35,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Some collegea,20.4,2015
35,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,16.1,2015
35,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Advanced degree,21.099999999999998,2015
36,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,High school or less,37.3,2015
36,5,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Some collegea,22,2015
36,6,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Bachelor's degree,18.8,2015
36,7,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,NA,Advanced degree,21.9,2015
38,4,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,NA,High school or less,19.1,2015
